model,params,task_idx,task,rollout,success,steps,jerk
FNO-VLA_sv_ep44,28.9M,5,tomato_sauce,19,0,400,0.04169
FNO-VLA_sv_ep44,28.9M,6,butter,0,1,161,0.02097
FNO-VLA_sv_ep44,28.9M,6,butter,1,1,160,0.02107
FNO-VLA_sv_ep44,28.9M,6,butter,2,1,161,0.01996
FNO-VLA_sv_ep44,28.9M,6,butter,3,0,400,0.03689
FNO-VLA_sv_ep44,28.9M,6,butter,4,1,144,0.022
FNO-VLA_sv_ep44,28.9M,6,butter,5,1,154,0.02025
FNO-VLA_sv_ep44,28.9M,6,butter,6,1,160,0.0194
FNO-VLA_sv_ep44,28.9M,6,butter,7,1,153,0.0224
FNO-VLA_sv_ep44,28.9M,6,butter,8,1,159,0.01833
FNO-VLA_sv_ep44,28.9M,6,butter,9,1,160,0.01909
FNO-VLA_sv_ep44,28.9M,6,butter,10,0,400,0.03441
FNO-VLA_sv_ep44,28.9M,6,butter,11,1,163,0.01803
FNO-VLA_sv_ep44,28.9M,6,butter,12,1,159,0.01956
FNO-VLA_sv_ep44,28.9M,6,butter,13,1,161,0.02101
FNO-VLA_sv_ep44,28.9M,6,butter,14,1,159,0.01934
FNO-VLA_sv_ep44,28.9M,6,butter,15,1,152,0.02104
FNO-VLA_sv_ep44,28.9M,6,butter,16,1,160,0.0217
FNO-VLA_sv_ep44,28.9M,6,butter,17,1,160,0.0186
FNO-VLA_sv_ep44,28.9M,6,butter,18,1,153,0.0208
FNO-VLA_sv_ep44,28.9M,6,butter,19,1,160,0.01894
FNO-VLA_sv_ep44,28.9M,7,milk,0,0,400,0.03863
FNO-VLA_sv_ep44,28.9M,7,milk,1,1,148,0.01583
FNO-VLA_sv_ep44,28.9M,7,milk,2,1,147,0.01806
FNO-VLA_sv_ep44,28.9M,7,milk,3,1,146,0.01547
FNO-VLA_sv_ep44,28.9M,7,milk,4,0,400,0.03937
FNO-VLA_sv_ep44,28.9M,7,milk,5,1,148,0.01564
FNO-VLA_sv_ep44,28.9M,7,milk,6,1,149,0.01614
FNO-VLA_sv_ep44,28.9M,7,milk,7,1,142,0.01771
FNO-VLA_sv_ep44,28.9M,7,milk,8,0,400,0.03641
FNO-VLA_sv_ep44,28.9M,7,milk,9,1,147,0.01838
FNO-VLA_sv_ep44,28.9M,7,milk,10,1,146,0.01716
FNO-VLA_sv_ep44,28.9M,7,milk,11,0,400,0.03796
FNO-VLA_sv_ep44,28.9M,7,milk,12,0,400,0.03717
FNO-VLA_sv_ep44,28.9M,7,milk,13,1,145,0.01507
FNO-VLA_sv_ep44,28.9M,7,milk,14,0,400,0.03845
FNO-VLA_sv_ep44,28.9M,7,milk,15,1,146,0.01684
FNO-VLA_sv_ep44,28.9M,7,milk,16,1,146,0.01606
FNO-VLA_sv_ep44,28.9M,7,milk,17,1,145,0.01562
FNO-VLA_sv_ep44,28.9M,7,milk,18,0,400,0.03902
FNO-VLA_sv_ep44,28.9M,7,milk,19,1,144,0.01578
FNO-VLA_sv_ep44,28.9M,8,chocolate_pudding,0,1,150,0.01644
FNO-VLA_sv_ep44,28.9M,8,chocolate_pudding,1,1,160,0.01446
FNO-VLA_sv_ep44,28.9M,8,chocolate_pudding,2,0,400,0.0382
FNO-VLA_sv_ep44,28.9M,8,chocolate_pudding,3,1,331,0.02395
FNO-VLA_sv_ep44,28.9M,8,chocolate_pudding,4,1,202,0.01758
FNO-VLA_sv_ep44,28.9M,8,chocolate_pudding,5,0,400,0.03868
FNO-VLA_sv_ep44,28.9M,8,chocolate_pudding,6,0,400,0.02635
FNO-VLA_sv_ep44,28.9M,8,chocolate_pudding,7,1,160,0.01488
FNO-VLA_sv_ep44,28.9M,8,chocolate_pudding,8,1,202,0.01874
FNO-VLA_sv_ep44,28.9M,8,chocolate_pudding,9,0,400,0.02899
FNO-VLA_sv_ep44,28.9M,8,chocolate_pudding,10,1,152,0.01557
FNO-VLA_sv_ep44,28.9M,8,chocolate_pudding,11,1,160,0.01631
FNO-VLA_sv_ep44,28.9M,8,chocolate_pudding,12,1,158,0.01526
FNO-VLA_sv_ep44,28.9M,8,chocolate_pudding,13,1,209,0.01839
FNO-VLA_sv_ep44,28.9M,8,chocolate_pudding,14,0,400,0.02847
FNO-VLA_sv_ep44,28.9M,8,chocolate_pudding,15,0,400,0.0273
FNO-VLA_sv_ep44,28.9M,8,chocolate_pudding,16,0,400,0.03078
FNO-VLA_sv_ep44,28.9M,8,chocolate_pudding,17,0,400,0.0426
FNO-VLA_sv_ep44,28.9M,8,chocolate_pudding,18,0,400,0.03854
FNO-VLA_sv_ep44,28.9M,8,chocolate_pudding,19,0,400,0.04394
FNO-VLA_sv_ep44,28.9M,9,orange_juice,0,1,173,0.02285
FNO-VLA_sv_ep44,28.9M,9,orange_juice,1,0,400,0.02911
FNO-VLA_sv_ep44,28.9M,9,orange_juice,2,1,139,0.02122
FNO-VLA_sv_ep44,28.9M,9,orange_juice,3,1,126,0.0189
FNO-VLA_sv_ep44,28.9M,9,orange_juice,4,1,145,0.02375
FNO-VLA_sv_ep44,28.9M,9,orange_juice,5,0,400,0.03703
FNO-VLA_sv_ep44,28.9M,9,orange_juice,6,1,170,0.02118
FNO-VLA_sv_ep44,28.9M,9,orange_juice,7,1,182,0.03046
FNO-VLA_sv_ep44,28.9M,9,orange_juice,8,0,400,0.0306
FNO-VLA_sv_ep44,28.9M,9,orange_juice,9,1,112,0.01635
FNO-VLA_sv_ep44,28.9M,9,orange_juice,10,0,400,0.03307
FNO-VLA_sv_ep44,28.9M,9,orange_juice,11,1,125,0.01617
FNO-VLA_sv_ep44,28.9M,9,orange_juice,12,1,188,0.0294
FNO-VLA_sv_ep44,28.9M,9,orange_juice,13,1,127,0.01521
FNO-VLA_sv_ep44,28.9M,9,orange_juice,14,0,400,0.02889
FNO-VLA_sv_ep44,28.9M,9,orange_juice,15,0,400,0.02381
FNO-VLA_sv_ep44,28.9M,9,orange_juice,16,1,124,0.01365
FNO-VLA_sv_ep44,28.9M,9,orange_juice,17,0,400,0.03787
FNO-VLA_sv_ep44,28.9M,9,orange_juice,18,1,157,0.02184
FNO-VLA_sv_ep44,28.9M,9,orange_juice,19,1,161,0.02181
Octo-Small,137M,0,alphabet_soup,0,1,134,
Octo-Small,137M,0,alphabet_soup,1,1,137,
Octo-Small,137M,0,alphabet_soup,2,1,156,
Octo-Small,137M,0,alphabet_soup,3,1,272,
Octo-Small,137M,0,alphabet_soup,4,1,257,
Octo-Small,137M,0,alphabet_soup,5,1,177,
Octo-Small,137M,0,alphabet_soup,6,1,163,
Octo-Small,137M,0,alphabet_soup,7,1,145,
Octo-Small,137M,0,alphabet_soup,8,1,145,
Octo-Small,137M,0,alphabet_soup,9,0,400,
Octo-Small,137M,0,alphabet_soup,10,1,187,
Octo-Small,137M,0,alphabet_soup,11,1,133,
Octo-Small,137M,0,alphabet_soup,12,1,150,
Octo-Small,137M,0,alphabet_soup,13,0,400,
Octo-Small,137M,0,alphabet_soup,14,1,149,
Octo-Small,137M,0,alphabet_soup,15,1,177,
Octo-Small,137M,0,alphabet_soup,16,1,149,
Octo-Small,137M,0,alphabet_soup,17,0,400,
Octo-Small,137M,0,alphabet_soup,18,0,400,
Octo-Small,137M,0,alphabet_soup,19,1,282,
Octo-Small,137M,1,cream_cheese,0,1,150,
Octo-Small,137M,1,cream_cheese,1,1,178,
Octo-Small,137M,1,cream_cheese,2,1,136,
Octo-Small,137M,1,cream_cheese,3,1,204,
Octo-Small,137M,1,cream_cheese,4,1,116,
Octo-Small,137M,1,cream_cheese,5,1,141,
Octo-Small,137M,1,cream_cheese,6,1,121,
Octo-Small,137M,1,cream_cheese,7,1,170,
Octo-Small,137M,1,cream_cheese,8,1,163,
Octo-Small,137M,1,cream_cheese,9,1,155,
Octo-Small,137M,1,cream_cheese,10,1,140,
Octo-Small,137M,1,cream_cheese,11,1,153,
Octo-Small,137M,1,cream_cheese,12,1,138,
Octo-Small,137M,1,cream_cheese,13,1,124,
Octo-Small,137M,1,cream_cheese,14,1,151,
Octo-Small,137M,1,cream_cheese,15,1,120,
Octo-Small,137M,1,cream_cheese,16,1,213,
Octo-Small,137M,1,cream_cheese,17,1,152,
Octo-Small,137M,1,cream_cheese,18,1,292,
Octo-Small,137M,1,cream_cheese,19,1,155,
Octo-Small,137M,2,salad_dressing,0,1,130,
Octo-Small,137M,2,salad_dressing,1,1,140,
Octo-Small,137M,2,salad_dressing,2,1,107,
Octo-Small,137M,2,salad_dressing,3,1,122,
Octo-Small,137M,2,salad_dressing,4,1,118,
Octo-Small,137M,2,salad_dressing,5,1,112,
Octo-Small,137M,2,salad_dressing,6,1,114,
Octo-Small,137M,2,salad_dressing,7,1,157,
Octo-Small,137M,2,salad_dressing,8,1,115,
Octo-Small,137M,2,salad_dressing,9,0,400,
Octo-Small,137M,2,salad_dressing,10,1,123,
Octo-Small,137M,2,salad_dressing,11,1,121,
Octo-Small,137M,2,salad_dressing,12,1,127,
Octo-Small,137M,2,salad_dressing,13,1,125,
Octo-Small,137M,2,salad_dressing,14,1,124,
Octo-Small,137M,2,salad_dressing,15,0,400,
Octo-Small,137M,2,salad_dressing,16,1,118,
Octo-Small,137M,2,salad_dressing,17,1,161,
Octo-Small,137M,2,salad_dressing,18,0,400,
Octo-Small,137M,2,salad_dressing,19,1,116,
Octo-Small,137M,3,bbq_sauce,0,0,400,
Octo-Small,137M,3,bbq_sauce,1,1,168,
Octo-Small,137M,3,bbq_sauce,2,0,400,
Octo-Small,137M,3,bbq_sauce,3,1,304,
Octo-Small,137M,3,bbq_sauce,4,1,248,
Octo-Small,137M,3,bbq_sauce,5,1,147,
Octo-Small,137M,3,bbq_sauce,6,1,141,
Octo-Small,137M,3,bbq_sauce,7,0,400,
Octo-Small,137M,3,bbq_sauce,8,1,169,
Octo-Small,137M,3,bbq_sauce,9,1,138,
Octo-Small,137M,3,bbq_sauce,10,0,400,
Octo-Small,137M,3,bbq_sauce,11,1,182,
Octo-Small,137M,3,bbq_sauce,12,1,184,
Octo-Small,137M,3,bbq_sauce,13,1,142,
Octo-Small,137M,3,bbq_sauce,14,1,196,
Octo-Small,137M,3,bbq_sauce,15,1,120,
Octo-Small,137M,3,bbq_sauce,16,0,400,
Octo-Small,137M,3,bbq_sauce,17,1,312,
Octo-Small,137M,3,bbq_sauce,18,1,126,
Octo-Small,137M,3,bbq_sauce,19,0,400,
Octo-Small,137M,4,ketchup,0,1,154,
Octo-Small,137M,4,ketchup,1,1,138,
Octo-Small,137M,4,ketchup,2,0,400,
Octo-Small,137M,4,ketchup,3,0,400,
Octo-Small,137M,4,ketchup,4,1,166,
Octo-Small,137M,4,ketchup,5,1,156,
Octo-Small,137M,4,ketchup,6,1,137,
Octo-Small,137M,4,ketchup,7,1,201,
Octo-Small,137M,4,ketchup,8,1,137,
Octo-Small,137M,4,ketchup,9,0,400,
Octo-Small,137M,4,ketchup,10,1,194,
Octo-Small,137M,4,ketchup,11,1,137,
Octo-Small,137M,4,ketchup,12,1,143,
Octo-Small,137M,4,ketchup,13,0,400,
Octo-Small,137M,4,ketchup,14,1,147,
Octo-Small,137M,4,ketchup,15,1,156,
Octo-Small,137M,4,ketchup,16,1,150,
Octo-Small,137M,4,ketchup,17,1,214,
Octo-Small,137M,4,ketchup,18,1,261,
Octo-Small,137M,4,ketchup,19,1,149,
Octo-Small,137M,5,tomato_sauce,0,0,400,
Octo-Small,137M,5,tomato_sauce,1,1,122,
Octo-Small,137M,5,tomato_sauce,2,1,134,
Octo-Small,137M,5,tomato_sauce,3,1,129,
Octo-Small,137M,5,tomato_sauce,4,1,120,
Octo-Small,137M,5,tomato_sauce,5,1,129,
Octo-Small,137M,5,tomato_sauce,6,1,175,
Octo-Small,137M,5,tomato_sauce,7,0,400,
Octo-Small,137M,5,tomato_sauce,8,1,160,
Octo-Small,137M,5,tomato_sauce,9,1,181,
Octo-Small,137M,5,tomato_sauce,10,1,113,
Octo-Small,137M,5,tomato_sauce,11,1,182,
Octo-Small,137M,5,tomato_sauce,12,1,127,
Octo-Small,137M,5,tomato_sauce,13,1,120,
Octo-Small,137M,5,tomato_sauce,14,0,400,
Octo-Small,137M,5,tomato_sauce,15,1,107,
Octo-Small,137M,5,tomato_sauce,16,1,171,
Octo-Small,137M,5,tomato_sauce,17,0,400,
Octo-Small,137M,5,tomato_sauce,18,1,187,
Octo-Small,137M,5,tomato_sauce,19,1,147,
Octo-Small,137M,6,butter,0,0,400,
Octo-Small,137M,6,butter,1,0,400,
Octo-Small,137M,6,butter,2,1,150,
Octo-Small,137M,6,butter,3,0,400,
Octo-Small,137M,6,butter,4,1,223,
Octo-Small,137M,6,butter,5,0,400,
Octo-Small,137M,6,butter,6,0,400,
Octo-Small,137M,6,butter,7,0,400,
Octo-Small,137M,6,butter,8,1,177,
Octo-Small,137M,6,butter,9,0,400,
Octo-Small,137M,6,butter,10,0,400,
Octo-Small,137M,6,butter,11,0,400,
Octo-Small,137M,6,butter,12,1,161,
Octo-Small,137M,6,butter,13,1,144,
Octo-Small,137M,6,butter,14,1,144,
Octo-Small,137M,6,butter,15,1,260,
Octo-Small,137M,6,butter,16,0,400,
Octo-Small,137M,6,butter,17,0,400,
Octo-Small,137M,6,butter,18,0,400,
Octo-Small,137M,6,butter,19,1,154,
Octo-Small,137M,7,milk,0,1,138,
Octo-Small,137M,7,milk,1,0,400,
Octo-Small,137M,7,milk,2,0,400,
Octo-Small,137M,7,milk,3,1,133,
Octo-Small,137M,7,milk,4,1,135,
Octo-Small,137M,7,milk,5,0,400,
Octo-Small,137M,7,milk,6,1,141,
Octo-Small,137M,7,milk,7,1,138,
Octo-Small,137M,7,milk,8,1,135,
Octo-Small,137M,7,milk,9,1,140,
Octo-Small,137M,7,milk,10,0,400,
Octo-Small,137M,7,milk,11,0,400,
Octo-Small,137M,7,milk,12,1,181,
Octo-Small,137M,7,milk,13,0,400,
Octo-Small,137M,7,milk,14,0,400,
Octo-Small,137M,7,milk,15,1,138,
Octo-Small,137M,7,milk,16,1,138,
Octo-Small,137M,7,milk,17,1,124,
Octo-Small,137M,7,milk,18,0,400,
Octo-Small,137M,7,milk,19,0,400,
Octo-Small,137M,8,chocolate_pudding,0,1,154,
Octo-Small,137M,8,chocolate_pudding,1,0,400,
Octo-Small,137M,8,chocolate_pudding,2,1,154,
Octo-Small,137M,8,chocolate_pudding,3,1,157,
Octo-Small,137M,8,chocolate_pudding,4,1,186,
Octo-Small,137M,8,chocolate_pudding,5,1,171,
Octo-Small,137M,8,chocolate_pudding,6,1,152,
Octo-Small,137M,8,chocolate_pudding,7,0,400,
Octo-Small,137M,8,chocolate_pudding,8,0,400,
Octo-Small,137M,8,chocolate_pudding,9,0,400,
Octo-Small,137M,8,chocolate_pudding,10,0,400,
Octo-Small,137M,8,chocolate_pudding,11,1,192,
Octo-Small,137M,8,chocolate_pudding,12,1,148,
Octo-Small,137M,8,chocolate_pudding,13,0,400,
Octo-Small,137M,8,chocolate_pudding,14,0,400,
Octo-Small,137M,8,chocolate_pudding,15,1,157,
Octo-Small,137M,8,chocolate_pudding,16,0,400,
Octo-Small,137M,8,chocolate_pudding,17,1,165,
Octo-Small,137M,8,chocolate_pudding,18,0,400,
Octo-Small,137M,8,chocolate_pudding,19,1,255,
Octo-Small,137M,9,orange_juice,0,0,400,
Octo-Small,137M,9,orange_juice,1,1,116,
Octo-Small,137M,9,orange_juice,2,1,126,
Octo-Small,137M,9,orange_juice,3,1,113,
Octo-Small,137M,9,orange_juice,4,0,400,
Octo-Small,137M,9,orange_juice,5,0,400,
Octo-Small,137M,9,orange_juice,6,0,400,
Octo-Small,137M,9,orange_juice,7,0,400,
Octo-Small,137M,9,orange_juice,8,1,131,
Octo-Small,137M,9,orange_juice,9,0,400,
Octo-Small,137M,9,orange_juice,10,1,121,
Octo-Small,137M,9,orange_juice,11,1,311,
Octo-Small,137M,9,orange_juice,12,0,400,
Octo-Small,137M,9,orange_juice,13,0,400,
Octo-Small,137M,9,orange_juice,14,1,127,
Octo-Small,137M,9,orange_juice,15,1,124,
Octo-Small,137M,9,orange_juice,16,1,286,
Octo-Small,137M,9,orange_juice,17,1,118,
Octo-Small,137M,9,orange_juice,18,1,168,
Octo-Small,137M,9,orange_juice,19,1,115,
